"","Plot","Plant_sp","Plant_id","Mean_fruit_set","Mean_N_seeds","N_flowers","N_seeds_plant","N_seeds_sc","Mean_N_seeds_sc","N_flowers_sc"
"34","A","HHAL","474",0.472222222222222,25.9,7,85.6138888888889,0.00192644514850693,0.451403887688985,0.00297619047619048
"35","A","HHAL","475",0.78537037037037,20.5384615384615,29,467.778675213675,0.0121120267739789,0.335603920917096,0.0138888888888889
"36","A","HHAL","476",0.468075927523727,40.4,488,9228.21052631579,0.245597938837975,0.764578833693305,0.24156746031746
"37","A","HHAL","477",0.0956908175456563,18.4,687,1209.60848643113,0.031883518980334,0.289416846652268,0.340277777777778
"38","A","HHAL","478",0.903225806451613,11.1111111111111,3,30.1075268817204,0.000447071325518096,0.131989440844732,0.000992063492063492
"39","A","HHAL","479",0.443477855477855,24.6,246,2683.75059020979,0.0711728393543515,0.423326133909287,0.121527777777778
"40","A","HHAL","480",0.436298701298701,30.1,45,590.966590909091,0.0153952716345377,0.542116630669547,0.0218253968253968
"41","A","HHAL","481",0.361111111111111,9.25,7,23.3819444444444,0.000267818889540134,0.091792656587473,0.00297619047619048
"42","A","HHAL","482",0.680328695301472,34.2,85,1977.71551724138,0.0523553602890403,0.630669546436285,0.0416666666666667
"43","A","HHAL","483",0.256578947368421,5,22,28.2236842105263,0.00039686253082112,0,0.0104166666666667
