"","Plot","Plant_sp","Plant_id","Mean_N_seeds","Mean_fruit_set","N_flowers","N_seeds_plant","N_seeds_sc"
"75","A","TMAS","572",1,0.0032258064516129,2102,6.78064516129032,0.0141035546829744
"76","A","TMAS","572_1",1.7,0.233226805873865,378,149.871545454545,0.31172867573236
"77","A","TMAS","574",1.5,0.0258306567983987,217,8.40787878787879,0.0174881556890235
"78","A","TMAS","575",1.5,0.00666666666666667,151,1.51,0.00314075830023803
"79","B","CLIB","381",12.4,0.901282051282051,259,2894.55743589744,0.264282814232445
"80","B","CLIB","382",15.1,0.8375,554,7006.0225,0.642436217706614
"81","B","CLIB","383",15.9,0.973333333333333,73,1129.748,0.101963863624114
"82","B","CLIB","384",10,0.75,90,675,0.0601382610124069
"83","B","CLIB","385",11.3,0.826272577996716,292,2726.36899835796,0.248813625247755
"84","B","CLIB","386",12.8,0.77,674,6642.944,0.609041948665619
"85","B","CLIB","387",19.5,0.868997668997669,76,1287.85454545455,0.116505767140989
"86","B","CLIB","388",14,0.604882677708765,30,254.050724637681,0.0214213076426494
"87","B","CLIB","389",9.8,0.930555555555556,233,2124.83055555556,0.193486921525433
"88","B","CLIB","390",15.9,0.941666666666667,185,2769.9125,0.252818553682849
"89","B","CLIB","391",13,0.67308972073678,563,4926.34366607249,0.451157046675998
"90","B","CLIB","392",14,0.857857142857143,32,384.32,0.0334028687354292
"91","B","CLIB","393",16.3,0.814011914011914,302,4007.05504791505,0.366605162053045
"92","B","CLIB","394",12.6,0.890659340659341,7,78.5561538461538,0.00528013455681165
"93","B","CLIB","395",11.9,0.783939393939394,54,503.759454545455,0.0443883533598305
"94","B","HCOM","121",3.1,0.102370049378163,521,165.337866750671,0.0499806926768885
"95","B","HCOM","122",2.8,0.181203007518797,544,276.008421052632,0.0837777663710777
