"Plot","Week","Plant_sp","Plant_id","N_flowers","Total_N_flowers","prop_ind_inter","prop_ind_intra"
"A","1","CLIB","367",0,168,0.247422680412371,0
"A","1","CLIB","374",0,124,0.247422680412371,0
"A","1","CLIB","375",0,175,0.247422680412371,0
"A","1","CLIB","366",0,237,0.247422680412371,0
"A","1","CLIB","373",0,92,0.247422680412371,0
"A","1","CLIB","379",0,40,0.247422680412371,0
"A","1","CLIB","380",0,8,0.247422680412371,0
"A","1","CLIB","369",0,238,0.247422680412371,0
"A","1","CLIB","370",0,118,0.247422680412371,0
"A","1","CLIB","368",0,61,0.247422680412371,0
"A","1","CLIB","377",0,29,0.247422680412371,0
"A","1","CLIB","371",0,351,0.247422680412371,0
"A","1","CLIB","378",0,14,0.247422680412371,0
"A","1","CLIB","372",0,33,0.247422680412371,0
"A","1","CLIB","376",0,206,0.247422680412371,0
"A","1","HCOM","118",0,481,0.144329896907216,0.666666666666667
"A","1","HCOM","114",0,207,0.144329896907216,0.666666666666667
"A","1","HCOM","109",21,179,0.144329896907216,0.666666666666667
"A","1","HCOM","115",49,502,0.144329896907216,0.666666666666667
"A","1","HCOM","119",9,183,0.144329896907216,0.666666666666667
"A","1","HCOM","112",23,193,0.144329896907216,0.666666666666667
"A","1","HCOM","108",11,116,0.144329896907216,0.666666666666667
"A","1","HCOM","120",0,150,0.144329896907216,0.666666666666667
"A","1","HCOM","110",28,344,0.144329896907216,0.666666666666667
"A","1","HCOM","113",29,659.5,0.144329896907216,0.666666666666667
"A","1","HCOM","116",15,278,0.144329896907216,0.666666666666667
"A","1","HCOM","117",0,817,0.144329896907216,0.666666666666667
"A","1","HCOM","107",47,506,0.144329896907216,0.666666666666667
"A","1","HCOM","111",0,170,0.144329896907216,0.666666666666667
"A","1","HCOM","106",22,626,0.144329896907216,0.666666666666667
"A","1","HHAL","476",0,245.5,0.247422680412371,0
"A","1","HHAL","482",0,51.5,0.247422680412371,0
"A","1","HHAL","477",0,431,0.247422680412371,0
"A","1","HHAL","475",0,15,0.247422680412371,0
"A","1","HHAL","478",0,3,0.247422680412371,0
"A","1","HHAL","471",0,471.666666666667,0.247422680412371,0
"A","1","HHAL","472",0,1243.5,0.247422680412371,0
"A","1","HHAL","484",0,54,0.247422680412371,0
"A","1","HHAL","481",0,7,0.247422680412371,0
"A","1","HHAL","473",0,289.5,0.247422680412371,0
"A","1","HHAL","479",0,151.5,0.247422680412371,0
"A","1","HHAL","474",0,6,0.247422680412371,0
"A","1","HHAL","485",0,2,0.247422680412371,0
"A","1","HHAL","483",0,11,0.247422680412371,0
"A","1","HHAL","480",0,30,0.247422680412371,0
"A","1","HPIC","681",0,4,0.235294117647059,0
"A","1","HPIC","683",0,7,0.235294117647059,0
"A","1","HPIC","682",0,4.5,0.235294117647059,0
"A","1","HPIC","677",0,1.5,0.235294117647059,0
"A","1","HPIC","676",0,6.5,0.235294117647059,0
"A","1","HPIC","678",0,4.5,0.235294117647059,0
"A","1","HPIC","680",0,4,0.235294117647059,0
"A","1","HPIC","684",0,2,0.235294117647059,0
"A","1","HPIC","685",0,5,0.235294117647059,0
"A","1","HPIC","679",0,22,0.235294117647059,0
"A","1","LPED","263",0,514,0.247422680412371,0
"A","1","LPED","269",0,83,0.247422680412371,0
"A","1","LPED","266",0,346,0.247422680412371,0
"A","1","LPED","264",0,532,0.247422680412371,0
"A","1","LPED","268",0,402,0.247422680412371,0
"A","1","LPED","272",0,315,0.247422680412371,0
"A","1","LPED","265",0,510,0.247422680412371,0
"A","1","LPED","275",0,1157,0.247422680412371,0
"A","1","LPED","267",0,399.5,0.247422680412371,0
"A","1","LPED","262",0,697,0.247422680412371,0
"A","1","LPED","271",0,597,0.247422680412371,0
"A","1","LPED","270",0,43,0.247422680412371,0
"A","1","LPED","274",0,444,0.247422680412371,0
"A","1","LPED","261",0,756,0.247422680412371,0
"A","1","LPED","273",0,114.5,0.247422680412371,0
"A","1","ROFF","238",0,111,0.224299065420561,0
"A","1","ROFF","239",0,514,0.224299065420561,0
"A","1","ROFF","236",0,83.5,0.224299065420561,0
"A","1","ROFF","240",0,1019,0.224299065420561,0
"A","1","ROFF","237",0,1352,0.224299065420561,0
"A","1","SGEN","248",0,68.5,0.237623762376238,0
"A","1","SGEN","243",0,231.5,0.237623762376238,0
"A","1","SGEN","Y",0,367,0.237623762376238,0
"A","1","SGEN","250",0,407.5,0.237623762376238,0
"A","1","SGEN","244",0,63,0.237623762376238,0
"A","1","SGEN","249",0,232.5,0.237623762376238,0
"A","1","SGEN","242",0,103.5,0.237623762376238,0
"A","1","SGEN","241",0,310,0.237623762376238,0
"A","1","SGEN","245",0,465,0.237623762376238,0
"A","1","SGEN","246",0,166,0.237623762376238,0
"A","1","SGEN","247",0,377,0.237623762376238,0
"A","1","TMAS","571",0,559,0.237623762376238,0
"A","1","TMAS","568",0,114,0.237623762376238,0
"A","1","TMAS","566",0,91,0.237623762376238,0
"A","1","TMAS","573",0,237.5,0.237623762376238,0
"A","1","TMAS","572",0,1919,0.237623762376238,0
"A","1","TMAS","569",0,244,0.237623762376238,0
"A","1","TMAS","572_1",0,378,0.237623762376238,0
"A","1","TMAS","567",0,131,0.237623762376238,0
"A","1","TMAS","575",0,151,0.237623762376238,0
"A","1","TMAS","574",0,217,0.237623762376238,0
"A","1","TMAS","570",0,302,0.237623762376238,0
"A","1","UPAR","6",1800,1879.5,0.103092783505155,0.933333333333333
"A","1","UPAR","8",600,627,0.103092783505155,0.933333333333333
"A","1","UPAR","11",150,156,0.103092783505155,0.933333333333333
"A","1","UPAR","10",20,21,0.103092783505155,0.933333333333333
"A","1","UPAR","1",1100,1167,0.103092783505155,0.933333333333333
"A","1","UPAR","2",1700,1777,0.103092783505155,0.933333333333333
"A","1","UPAR","9",0,94,0.103092783505155,0.933333333333333
"A","1","UPAR","5",550,643,0.103092783505155,0.933333333333333
"A","1","UPAR","15",5200,5654,0.103092783505155,0.933333333333333
"A","1","UPAR","13",950,967,0.103092783505155,0.933333333333333
"A","1","UPAR","3",400,494,0.103092783505155,0.933333333333333
"A","1","UPAR","7",1500,1602,0.103092783505155,0.933333333333333
"A","1","UPAR","12",450,452,0.103092783505155,0.933333333333333
"A","1","UPAR","14",200,209,0.103092783505155,0.933333333333333
"A","1","UPAR","4",56,60,0.103092783505155,0.933333333333333
"A","10","CLIB","380",3,8,0.247422680412371,1
"A","10","CLIB","379",5,40,0.247422680412371,1
"A","10","CLIB","377",8,29,0.247422680412371,1
"A","10","CLIB","378",1,14,0.247422680412371,1
"A","10","CLIB","372",7,33,0.247422680412371,1
"A","10","CLIB","376",20,206,0.247422680412371,1
"A","10","CLIB","369",66,238,0.247422680412371,1
"A","10","CLIB","367",33,168,0.247422680412371,1
"A","10","CLIB","375",20,175,0.247422680412371,1
"A","10","CLIB","370",36,118,0.247422680412371,1
"A","10","CLIB","368",10,61,0.247422680412371,1
"A","10","CLIB","371",86,351,0.247422680412371,1
"A","10","CLIB","374",18,124,0.247422680412371,1
"A","10","CLIB","366",41,237,0.247422680412371,1
"A","10","CLIB","373",13,92,0.247422680412371,1
"A","10","HCOM","110",0,344,0.402061855670103,0
"A","10","HCOM","112",0,193,0.402061855670103,0
"A","10","HCOM","115",0,502,0.402061855670103,0
"A","10","HCOM","107",0,506,0.402061855670103,0
"A","10","HCOM","117",0,817,0.402061855670103,0
"A","10","HCOM","108",0,116,0.402061855670103,0
"A","10","HCOM","113",0,659.5,0.402061855670103,0
"A","10","HCOM","114",0,207,0.402061855670103,0
"A","10","HCOM","119",0,183,0.402061855670103,0
"A","10","HCOM","116",0,278,0.402061855670103,0
"A","10","HCOM","118",0,481,0.402061855670103,0
"A","10","HCOM","109",0,179,0.402061855670103,0
"A","10","HCOM","106",0,626,0.402061855670103,0
"A","10","HCOM","111",0,170,0.402061855670103,0
"A","10","HCOM","120",0,150,0.402061855670103,0
"A","10","HHAL","476",2,245.5,0.350515463917526,0.333333333333333
"A","10","HHAL","475",0,15,0.350515463917526,0.333333333333333
"A","10","HHAL","483",0,11,0.350515463917526,0.333333333333333
"A","10","HHAL","485",0,2,0.350515463917526,0.333333333333333
"A","10","HHAL","471",23.5,471.666666666667,0.350515463917526,0.333333333333333
"A","10","HHAL","477",40,431,0.350515463917526,0.333333333333333
"A","10","HHAL","472",82,1243.5,0.350515463917526,0.333333333333333
"A","10","HHAL","480",0,30,0.350515463917526,0.333333333333333
"A","10","HHAL","479",4.5,151.5,0.350515463917526,0.333333333333333
"A","10","HHAL","474",0,6,0.350515463917526,0.333333333333333
"A","10","HHAL","482",0,51.5,0.350515463917526,0.333333333333333
"A","10","HHAL","481",0,7,0.350515463917526,0.333333333333333
"A","10","HHAL","484",0,54,0.350515463917526,0.333333333333333
"A","10","HHAL","478",0,3,0.350515463917526,0.333333333333333
"A","10","HHAL","473",0,289.5,0.350515463917526,0.333333333333333
"A","10","HPIC","679",0,22,0.382352941176471,0
"A","10","HPIC","678",0,4.5,0.382352941176471,0
"A","10","HPIC","685",0,5,0.382352941176471,0
"A","10","HPIC","681",0,4,0.382352941176471,0
"A","10","HPIC","682",0,4.5,0.382352941176471,0
"A","10","HPIC","677",0,1.5,0.382352941176471,0
"A","10","HPIC","684",0,2,0.382352941176471,0
"A","10","HPIC","680",0,4,0.382352941176471,0
"A","10","HPIC","676",0,6.5,0.382352941176471,0
"A","10","HPIC","683",0,7,0.382352941176471,0
"A","10","LPED","267",47,399.5,0.247422680412371,1
"A","10","LPED","262",115,697,0.247422680412371,1
"A","10","LPED","268",13,402,0.247422680412371,1
"A","10","LPED","272",26,315,0.247422680412371,1
"A","10","LPED","263",124,514,0.247422680412371,1
"A","10","LPED","264",17,532,0.247422680412371,1
"A","10","LPED","261",47,756,0.247422680412371,1
"A","10","LPED","275",59,1157,0.247422680412371,1
"A","10","LPED","273",12,114.5,0.247422680412371,1
"A","10","LPED","270",1,43,0.247422680412371,1
"A","10","LPED","274",12,444,0.247422680412371,1
"A","10","LPED","271",55,597,0.247422680412371,1
"A","10","LPED","269",3,83,0.247422680412371,1
"A","10","LPED","265",45,510,0.247422680412371,1
"A","10","LPED","266",70,346,0.247422680412371,1
"A","10","ROFF","238",0,111,0.364485981308411,0
"A","10","ROFF","240",0,1019,0.364485981308411,0
"A","10","ROFF","236",0,83.5,0.364485981308411,0
"A","10","ROFF","237",0,1352,0.364485981308411,0
"A","10","ROFF","239",0,514,0.364485981308411,0
"A","10","SGEN","249",0,232.5,0.386138613861386,0
"A","10","SGEN","250",0,407.5,0.386138613861386,0
"A","10","SGEN","246",0,166,0.386138613861386,0
"A","10","SGEN","248",0,68.5,0.386138613861386,0
"A","10","SGEN","247",0,377,0.386138613861386,0
"A","10","SGEN","244",0,63,0.386138613861386,0
"A","10","SGEN","243",0,231.5,0.386138613861386,0
"A","10","SGEN","245",0,465,0.386138613861386,0
"A","10","SGEN","242",0,103.5,0.386138613861386,0
"A","10","SGEN","241",0,310,0.386138613861386,0
"A","10","SGEN","Y",0,367,0.386138613861386,0
"A","10","TMAS","569",4,244,0.346534653465347,0.363636363636364
"A","10","TMAS","570",0,302,0.346534653465347,0.363636363636364
"A","10","TMAS","573",0,237.5,0.346534653465347,0.363636363636364
"A","10","TMAS","566",36,91,0.346534653465347,0.363636363636364
"A","10","TMAS","572_1",0,378,0.346534653465347,0.363636363636364
"A","10","TMAS","567",0,131,0.346534653465347,0.363636363636364
"A","10","TMAS","575",1,151,0.346534653465347,0.363636363636364
"A","10","TMAS","571",6,559,0.346534653465347,0.363636363636364
"A","10","TMAS","568",0,114,0.346534653465347,0.363636363636364
"A","10","TMAS","572",0,1919,0.346534653465347,0.363636363636364
"A","10","TMAS","574",0,217,0.346534653465347,0.363636363636364
"A","10","UPAR","5",0,643,0.402061855670103,0
"A","10","UPAR","14",0,209,0.402061855670103,0
"A","10","UPAR","13",0,967,0.402061855670103,0
"A","10","UPAR","12",0,452,0.402061855670103,0
"A","10","UPAR","8",0,627,0.402061855670103,0
"A","10","UPAR","11",0,156,0.402061855670103,0
"A","10","UPAR","2",0,1777,0.402061855670103,0
"A","10","UPAR","6",0,1879.5,0.402061855670103,0
"A","10","UPAR","3",0,494,0.402061855670103,0
"A","10","UPAR","7",0,1602,0.402061855670103,0
"A","10","UPAR","1",0,1167,0.402061855670103,0
"A","10","UPAR","15",0,5654,0.402061855670103,0
"A","10","UPAR","9",0,94,0.402061855670103,0
"A","10","UPAR","4",0,60,0.402061855670103,0
"A","10","UPAR","10",0,21,0.402061855670103,0
"A","11","CLIB","367",43,168,0.309278350515464,0.866666666666667
"A","11","CLIB","372",4,33,0.309278350515464,0.866666666666667
"A","11","CLIB","374",5,124,0.309278350515464,0.866666666666667
"A","11","CLIB","371",46,351,0.309278350515464,0.866666666666667
"A","11","CLIB","377",3,29,0.309278350515464,0.866666666666667
"A","11","CLIB","366",49,237,0.309278350515464,0.866666666666667
"A","11","CLIB","375",3,175,0.309278350515464,0.866666666666667
"A","11","CLIB","369",27,238,0.309278350515464,0.866666666666667
"A","11","CLIB","379",3,40,0.309278350515464,0.866666666666667
"A","11","CLIB","368",1,61,0.309278350515464,0.866666666666667
"A","11","CLIB","370",5,118,0.309278350515464,0.866666666666667
"A","11","CLIB","376",4,206,0.309278350515464,0.866666666666667
"A","11","CLIB","378",0,14,0.309278350515464,0.866666666666667
"A","11","CLIB","373",2,92,0.309278350515464,0.866666666666667
"A","11","CLIB","380",0,8,0.309278350515464,0.866666666666667
"A","11","HCOM","120",0,150,0.443298969072165,0
"A","11","HCOM","111",0,170,0.443298969072165,0
"A","11","HCOM","108",0,116,0.443298969072165,0
"A","11","HCOM","106",0,626,0.443298969072165,0
"A","11","HCOM","119",0,183,0.443298969072165,0
"A","11","HCOM","114",0,207,0.443298969072165,0
"A","11","HCOM","115",0,502,0.443298969072165,0
"A","11","HCOM","118",0,481,0.443298969072165,0
"A","11","HCOM","109",0,179,0.443298969072165,0
"A","11","HCOM","112",0,193,0.443298969072165,0
"A","11","HCOM","107",0,506,0.443298969072165,0
"A","11","HCOM","110",0,344,0.443298969072165,0
"A","11","HCOM","113",0,659.5,0.443298969072165,0
"A","11","HCOM","116",0,278,0.443298969072165,0
"A","11","HCOM","117",0,817,0.443298969072165,0
"A","11","HHAL","485",0,2,0.360824742268041,0.533333333333333
"A","11","HHAL","472",134,1243.5,0.360824742268041,0.533333333333333
"A","11","HHAL","482",0,51.5,0.360824742268041,0.533333333333333
"A","11","HHAL","476",13,245.5,0.360824742268041,0.533333333333333
"A","11","HHAL","475",0,15,0.360824742268041,0.533333333333333
"A","11","HHAL","479",12,151.5,0.360824742268041,0.533333333333333
"A","11","HHAL","478",0,3,0.360824742268041,0.533333333333333
"A","11","HHAL","484",1,54,0.360824742268041,0.533333333333333
"A","11","HHAL","471",88.6666666666667,471.666666666667,0.360824742268041,0.533333333333333
"A","11","HHAL","483",0,11,0.360824742268041,0.533333333333333
"A","11","HHAL","477",124,431,0.360824742268041,0.533333333333333
"A","11","HHAL","473",1,289.5,0.360824742268041,0.533333333333333
"A","11","HHAL","480",3,30,0.360824742268041,0.533333333333333
"A","11","HHAL","474",0,6,0.360824742268041,0.533333333333333
"A","11","HHAL","481",0,7,0.360824742268041,0.533333333333333
"A","11","HPIC","680",0,4,0.42156862745098,0
"A","11","HPIC","684",0,2,0.42156862745098,0
"A","11","HPIC","685",0,5,0.42156862745098,0
"A","11","HPIC","676",0,6.5,0.42156862745098,0
"A","11","HPIC","681",0,4,0.42156862745098,0
"A","11","HPIC","678",0,4.5,0.42156862745098,0
"A","11","HPIC","682",0,4.5,0.42156862745098,0
"A","11","HPIC","677",0,1.5,0.42156862745098,0
"A","11","HPIC","679",0,22,0.42156862745098,0
"A","11","HPIC","683",0,7,0.42156862745098,0
"A","11","LPED","275",6,1157,0.298969072164948,0.933333333333333
"A","11","LPED","267",4.5,399.5,0.298969072164948,0.933333333333333
"A","11","LPED","264",0,532,0.298969072164948,0.933333333333333
"A","11","LPED","273",0.5,114.5,0.298969072164948,0.933333333333333
"A","11","LPED","269",2,83,0.298969072164948,0.933333333333333
"A","11","LPED","262",44,697,0.298969072164948,0.933333333333333
"A","11","LPED","268",22,402,0.298969072164948,0.933333333333333
"A","11","LPED","266",34,346,0.298969072164948,0.933333333333333
"A","11","LPED","265",16,510,0.298969072164948,0.933333333333333
"A","11","LPED","261",21,756,0.298969072164948,0.933333333333333
"A","11","LPED","272",11,315,0.298969072164948,0.933333333333333
"A","11","LPED","263",10,514,0.298969072164948,0.933333333333333
"A","11","LPED","274",3,444,0.298969072164948,0.933333333333333
"A","11","LPED","270",1,43,0.298969072164948,0.933333333333333
"A","11","LPED","271",12,597,0.298969072164948,0.933333333333333
"A","11","ROFF","238",0,111,0.401869158878505,0
"A","11","ROFF","237",0,1352,0.401869158878505,0
"A","11","ROFF","236",0,83.5,0.401869158878505,0
"A","11","ROFF","240",0,1019,0.401869158878505,0
"A","11","ROFF","239",0,514,0.401869158878505,0
"A","11","SGEN","244",0,63,0.425742574257426,0
"A","11","SGEN","246",0,166,0.425742574257426,0
"A","11","SGEN","250",0,407.5,0.425742574257426,0
"A","11","SGEN","243",0,231.5,0.425742574257426,0
"A","11","SGEN","249",0,232.5,0.425742574257426,0
"A","11","SGEN","245",0,465,0.425742574257426,0
"A","11","SGEN","248",0,68.5,0.425742574257426,0
"A","11","SGEN","247",0,377,0.425742574257426,0
"A","11","SGEN","241",0,310,0.425742574257426,0
"A","11","SGEN","Y",0,367,0.425742574257426,0
"A","11","SGEN","242",0,103.5,0.425742574257426,0
"A","11","TMAS","572",9,1919,0.346534653465347,0.727272727272727
"A","11","TMAS","571",121,559,0.346534653465347,0.727272727272727
"A","11","TMAS","568",4,114,0.346534653465347,0.727272727272727
"A","11","TMAS","569",25,244,0.346534653465347,0.727272727272727
"A","11","TMAS","566",23,91,0.346534653465347,0.727272727272727
"A","11","TMAS","572_1",0,378,0.346534653465347,0.727272727272727
"A","11","TMAS","575",27,151,0.346534653465347,0.727272727272727
"A","11","TMAS","573",0,237.5,0.346534653465347,0.727272727272727
"A","11","TMAS","567",0,131,0.346534653465347,0.727272727272727
"A","11","TMAS","570",21,302,0.346534653465347,0.727272727272727
"A","11","TMAS","574",42,217,0.346534653465347,0.727272727272727
"A","11","UPAR","14",0,209,0.443298969072165,0
"A","11","UPAR","5",0,643,0.443298969072165,0
"A","11","UPAR","9",0,94,0.443298969072165,0
"A","11","UPAR","10",0,21,0.443298969072165,0
"A","11","UPAR","6",0,1879.5,0.443298969072165,0
"A","11","UPAR","1",0,1167,0.443298969072165,0
"A","11","UPAR","15",0,5654,0.443298969072165,0
"A","11","UPAR","8",0,627,0.443298969072165,0
"A","11","UPAR","7",0,1602,0.443298969072165,0
"A","11","UPAR","4",0,60,0.443298969072165,0
"A","11","UPAR","3",0,494,0.443298969072165,0
"A","11","UPAR","12",0,452,0.443298969072165,0
"A","11","UPAR","11",0,156,0.443298969072165,0
"A","11","UPAR","13",0,967,0.443298969072165,0
"A","11","UPAR","2",0,1777,0.443298969072165,0
"A","12","CLIB","371",0,351,0.175257731958763,0
"A","12","CLIB","375",0,175,0.175257731958763,0
"A","12","CLIB","367",0,168,0.175257731958763,0
"A","12","CLIB","377",0,29,0.175257731958763,0
"A","12","CLIB","370",0,118,0.175257731958763,0
"A","12","CLIB","368",0,61,0.175257731958763,0
"A","12","CLIB","372",0,33,0.175257731958763,0
"A","12","CLIB","374",0,124,0.175257731958763,0
"A","12","CLIB","376",0,206,0.175257731958763,0
"A","12","CLIB","380",0,8,0.175257731958763,0
"A","12","CLIB","373",0,92,0.175257731958763,0
"A","12","CLIB","366",0,237,0.175257731958763,0
"A","12","CLIB","379",0,40,0.175257731958763,0
"A","12","CLIB","378",0,14,0.175257731958763,0
"A","12","CLIB","369",0,238,0.175257731958763,0
"A","12","HCOM","109",0,179,0.175257731958763,0
"A","12","HCOM","119",0,183,0.175257731958763,0
"A","12","HCOM","106",0,626,0.175257731958763,0
"A","12","HCOM","108",0,116,0.175257731958763,0
"A","12","HCOM","114",0,207,0.175257731958763,0
"A","12","HCOM","120",0,150,0.175257731958763,0
"A","12","HCOM","112",0,193,0.175257731958763,0
"A","12","HCOM","113",0,659.5,0.175257731958763,0
"A","12","HCOM","107",0,506,0.175257731958763,0
"A","12","HCOM","117",0,817,0.175257731958763,0
"A","12","HCOM","111",0,170,0.175257731958763,0
"A","12","HCOM","116",0,278,0.175257731958763,0
"A","12","HCOM","118",0,481,0.175257731958763,0
"A","12","HCOM","115",0,502,0.175257731958763,0
"A","12","HCOM","110",0,344,0.175257731958763,0
"A","12","HHAL","474",0,6,0.0927835051546392,0.533333333333333
"A","12","HHAL","476",39,245.5,0.0927835051546392,0.533333333333333
"A","12","HHAL","485",0,2,0.0927835051546392,0.533333333333333
"A","12","HHAL","472",331,1243.5,0.0927835051546392,0.533333333333333
"A","12","HHAL","478",0,3,0.0927835051546392,0.533333333333333
"A","12","HHAL","481",0,7,0.0927835051546392,0.533333333333333
"A","12","HHAL","475",0,15,0.0927835051546392,0.533333333333333
"A","12","HHAL","473",1,289.5,0.0927835051546392,0.533333333333333
"A","12","HHAL","471",88,471.666666666667,0.0927835051546392,0.533333333333333
"A","12","HHAL","480",15,30,0.0927835051546392,0.533333333333333
"A","12","HHAL","484",6,54,0.0927835051546392,0.533333333333333
"A","12","HHAL","483",0,11,0.0927835051546392,0.533333333333333
"A","12","HHAL","477",216,431,0.0927835051546392,0.533333333333333
"A","12","HHAL","482",0,51.5,0.0927835051546392,0.533333333333333
"A","12","HHAL","479",35,151.5,0.0927835051546392,0.533333333333333
"A","12","HPIC","683",0,7,0.166666666666667,0
"A","12","HPIC","682",0,4.5,0.166666666666667,0
"A","12","HPIC","684",0,2,0.166666666666667,0
"A","12","HPIC","676",0,6.5,0.166666666666667,0
"A","12","HPIC","677",0,1.5,0.166666666666667,0
"A","12","HPIC","678",0,4.5,0.166666666666667,0
"A","12","HPIC","679",0,22,0.166666666666667,0
"A","12","HPIC","681",0,4,0.166666666666667,0
"A","12","HPIC","685",0,5,0.166666666666667,0
"A","12","HPIC","680",0,4,0.166666666666667,0
"A","12","LPED","265",0,510,0.175257731958763,0
"A","12","LPED","261",0,756,0.175257731958763,0
"A","12","LPED","273",0,114.5,0.175257731958763,0
"A","12","LPED","264",0,532,0.175257731958763,0
"A","12","LPED","263",0,514,0.175257731958763,0
"A","12","LPED","262",0,697,0.175257731958763,0
"A","12","LPED","270",0,43,0.175257731958763,0
"A","12","LPED","267",0,399.5,0.175257731958763,0
"A","12","LPED","268",0,402,0.175257731958763,0
"A","12","LPED","269",0,83,0.175257731958763,0
"A","12","LPED","272",0,315,0.175257731958763,0
"A","12","LPED","266",0,346,0.175257731958763,0
"A","12","LPED","274",0,444,0.175257731958763,0
"A","12","LPED","271",0,597,0.175257731958763,0
"A","12","LPED","275",0,1157,0.175257731958763,0
"A","12","ROFF","236",0,83.5,0.158878504672897,0
"A","12","ROFF","240",0,1019,0.158878504672897,0
"A","12","ROFF","238",0,111,0.158878504672897,0
"A","12","ROFF","239",0,514,0.158878504672897,0
"A","12","ROFF","237",0,1352,0.158878504672897,0
"A","12","SGEN","247",0,377,0.168316831683168,0
"A","12","SGEN","243",0,231.5,0.168316831683168,0
"A","12","SGEN","250",0,407.5,0.168316831683168,0
"A","12","SGEN","Y",0,367,0.168316831683168,0
"A","12","SGEN","249",0,232.5,0.168316831683168,0
"A","12","SGEN","246",0,166,0.168316831683168,0
"A","12","SGEN","241",0,310,0.168316831683168,0
"A","12","SGEN","248",0,68.5,0.168316831683168,0
"A","12","SGEN","245",0,465,0.168316831683168,0
"A","12","SGEN","242",0,103.5,0.168316831683168,0
"A","12","SGEN","244",0,63,0.168316831683168,0
"A","12","TMAS","573",0,237.5,0.0792079207920792,0.818181818181818
"A","12","TMAS","567",0,131,0.0792079207920792,0.818181818181818
"A","12","TMAS","575",58,151,0.0792079207920792,0.818181818181818
"A","12","TMAS","570",80,302,0.0792079207920792,0.818181818181818
"A","12","TMAS","572_1",130,378,0.0792079207920792,0.818181818181818
"A","12","TMAS","569",47,244,0.0792079207920792,0.818181818181818
"A","12","TMAS","574",93,217,0.0792079207920792,0.818181818181818
"A","12","TMAS","566",14,91,0.0792079207920792,0.818181818181818
"A","12","TMAS","568",5,114,0.0792079207920792,0.818181818181818
"A","12","TMAS","571",196,559,0.0792079207920792,0.818181818181818
"A","12","TMAS","572",624,1919,0.0792079207920792,0.818181818181818
"A","12","UPAR","6",0,1879.5,0.175257731958763,0
"A","12","UPAR","15",0,5654,0.175257731958763,0
"A","12","UPAR","2",0,1777,0.175257731958763,0
"A","12","UPAR","14",0,209,0.175257731958763,0
"A","12","UPAR","10",0,21,0.175257731958763,0
"A","12","UPAR","11",0,156,0.175257731958763,0
"A","12","UPAR","3",0,494,0.175257731958763,0
"A","12","UPAR","13",0,967,0.175257731958763,0
"A","12","UPAR","1",0,1167,0.175257731958763,0
"A","12","UPAR","12",0,452,0.175257731958763,0
"A","12","UPAR","8",0,627,0.175257731958763,0
"A","12","UPAR","9",0,94,0.175257731958763,0
"A","12","UPAR","7",0,1602,0.175257731958763,0
"A","12","UPAR","5",0,643,0.175257731958763,0
"A","12","UPAR","4",0,60,0.175257731958763,0
"A","13","CLIB","367",0,168,0.247422680412371,0
"A","13","CLIB","370",0,118,0.247422680412371,0
"A","13","CLIB","373",0,92,0.247422680412371,0
"A","13","CLIB","372",0,33,0.247422680412371,0
"A","13","CLIB","378",0,14,0.247422680412371,0
"A","13","CLIB","376",0,206,0.247422680412371,0
"A","13","CLIB","366",0,237,0.247422680412371,0
"A","13","CLIB","380",0,8,0.247422680412371,0
"A","13","CLIB","371",0,351,0.247422680412371,0
"A","13","CLIB","369",0,238,0.247422680412371,0
"A","13","CLIB","377",0,29,0.247422680412371,0
"A","13","CLIB","368",0,61,0.247422680412371,0
"A","13","CLIB","375",0,175,0.247422680412371,0
"A","13","CLIB","374",0,124,0.247422680412371,0
"A","13","CLIB","379",0,40,0.247422680412371,0
"A","13","HCOM","110",0,344,0.247422680412371,0
"A","13","HCOM","108",0,116,0.247422680412371,0
"A","13","HCOM","112",0,193,0.247422680412371,0
"A","13","HCOM","113",0,659.5,0.247422680412371,0
"A","13","HCOM","106",0,626,0.247422680412371,0
"A","13","HCOM","109",0,179,0.247422680412371,0
"A","13","HCOM","117",0,817,0.247422680412371,0
"A","13","HCOM","119",0,183,0.247422680412371,0
"A","13","HCOM","107",0,506,0.247422680412371,0
"A","13","HCOM","120",0,150,0.247422680412371,0
"A","13","HCOM","114",0,207,0.247422680412371,0
"A","13","HCOM","116",0,278,0.247422680412371,0
"A","13","HCOM","118",0,481,0.247422680412371,0
"A","13","HCOM","111",0,170,0.247422680412371,0
"A","13","HCOM","115",0,502,0.247422680412371,0
"A","13","HHAL","480",6,30,0.11340206185567,0.866666666666667
"A","13","HHAL","473",42,289.5,0.11340206185567,0.866666666666667
"A","13","HHAL","482",16,51.5,0.11340206185567,0.866666666666667
"A","13","HHAL","483",5,11,0.11340206185567,0.866666666666667
"A","13","HHAL","474",1,6,0.11340206185567,0.866666666666667
"A","13","HHAL","485",0,2,0.11340206185567,0.866666666666667
"A","13","HHAL","481",6,7,0.11340206185567,0.866666666666667
"A","13","HHAL","479",45,151.5,0.11340206185567,0.866666666666667
"A","13","HHAL","471",112,471.666666666667,0.11340206185567,0.866666666666667
"A","13","HHAL","476",88,245.5,0.11340206185567,0.866666666666667
"A","13","HHAL","484",15,54,0.11340206185567,0.866666666666667
"A","13","HHAL","475",1,15,0.11340206185567,0.866666666666667
"A","13","HHAL","478",0,3,0.11340206185567,0.866666666666667
"A","13","HHAL","472",346,1243.5,0.11340206185567,0.866666666666667
