ID;Plot;Plant_sp;Plant_id;Branch_inflorescence_id;Flowers_produced;Fruits_produced;;
146;B;LPED;279;2;39;15;;
146;B;LPED;279;3;34;9;;
146;B;LPED;279;4;32;17;;
146;B;LPED;279;5;28;4;;
147;B;LPED;280;1;22;3;;
147;B;LPED;280;2;29;9;;
147;B;LPED;280;3;25;4;;
147;B;LPED;280;4;46;24;;
147;B;LPED;280;5;30;15;;
148;B;LPED;281;1;53;11;;
148;B;LPED;281;2;40;11;;
148;B;LPED;281;3;42;10;;
148;B;LPED;281;4;50;13;;
148;B;LPED;281;5;45;18;;
149;B;LPED;282;1;38;12;;
149;B;LPED;282;2;51;7;;Un fruto depredado
149;B;LPED;282;3;45;18;;
149;B;LPED;282;4;42;11;;
149;B;LPED;282;5;24;8;;
150;B;LPED;283;1;NA;NA;56;10
150;B;LPED;283;2;NA;NA;71;24
150;B;LPED;283;3;NA;NA;28;7
150;B;LPED;283;4;NA;NA;37;7
150;B;LPED;283;5;NA;NA;44;9
151;B;LPED;284;1;54;18;;
151;B;LPED;284;2;32;7;;
151;B;LPED;284;3;38;22;;
151;B;LPED;284;4;50;19;;
151;B;LPED;284;5;69;31;;
152;B;LPED;285;1;41;17;;
152;B;LPED;285;2;28;6;;
152;B;LPED;285;3;39;7;;
152;B;LPED;285;4;19;2;;
152;B;LPED;285;5;31;7;;
153;B;LPED;286;1;34;6;;
153;B;LPED;286;2;49;25;;
153;B;LPED;286;3;48;11;comido, tubos;
153;B;LPED;286;4;44;10;;
153;B;LPED;286;5;26;5;;
154;B;LPED;287;1;62;4;;
154;B;LPED;287;2;42;5;;
154;B;LPED;287;3;89;18;;
154;B;LPED;287;4;48;7;;
154;B;LPED;287;5;68;22;;
155;B;LPED;288;1;27;7;;
155;B;LPED;288;2;53;14;;
155;B;LPED;288;3;49;13;;
155;B;LPED;288;4;49;9;;
155;B;LPED;288;5;43;12;;
156;B;LPED;289;1;58;23;;
156;B;LPED;289;2;44;13;;
156;B;LPED;289;3;38;14;;
156;B;LPED;289;4;20;8;;
156;B;LPED;289;5;40;11;;
157;B;LPED;290;1;42;10;;
157;B;LPED;290;2;57;10;;
157;B;LPED;290;3;41;12;;
157;B;LPED;290;4;67;20;;
157;B;LPED;290;5;64;8;;
158;B;CLIB;381;1;6;6;;
158;B;CLIB;381;2;13;12;;
158;B;CLIB;381;3;15;14;;
158;B;CLIB;381;4;10;9;;
158;B;CLIB;381;5;12;9;;
159;B;CLIB;382;1;16;15;;
159;B;CLIB;382;2;8;7;;
159;B;CLIB;382;3;8;7;;
159;B;CLIB;382;4;8;6;;
159;B;CLIB;382;5;8;6;;
160;B;CLIB;383;1;5;5;;
160;B;CLIB;383;2;6;6;;
160;B;CLIB;383;3;12;12;;
160;B;CLIB;383;4;15;13;;
160;B;CLIB;383;5;4;4;;
161;B;CLIB;384;1;8;7;;
161;B;CLIB;384;2;10;7;;
161;B;CLIB;384;3;10;8;;
161;B;CLIB;384;4;7;7;;
161;B;CLIB;384;5;8;3;;
162;B;CLIB;385;1;29;19;;
162;B;CLIB;385;2;6;6;;
162;B;CLIB;385;3;7;6;;
162;B;CLIB;385;4;14;11;;
162;B;CLIB;385;5;6;5;;
163;B;CLIB;386;1;12;9;;
163;B;CLIB;386;2;14;7;;
163;B;CLIB;386;3;4;3;;
163;B;CLIB;386;4;20;17;;
163;B;CLIB;386;5;8;8;;
164;B;CLIB;387;1;11;10;;
164;B;CLIB;387;2;9;6;;
164;B;CLIB;387;3;13;10;;
164;B;CLIB;387;4;7;7;;
164;B;CLIB;387;5;11;11;;
165;B;CLIB;388;1;24;13;;
165;B;CLIB;388;2;9;7;;
165;B;CLIB;388;3;7;6;;
165;B;CLIB;388;4;6;3;;
165;B;CLIB;388;5;23;8;;
166;B;CLIB;389;1;9;7;;
166;B;CLIB;389;2;4;4;;
166;B;CLIB;389;3;8;7;;
166;B;CLIB;389;4;9;9;;
166;B;CLIB;389;5;8;8;;
167;B;CLIB;390;1;8;8;;
167;B;CLIB;390;2;5;5;;
167;B;CLIB;390;3;12;10;;
167;B;CLIB;390;4;4;4;;
167;B;CLIB;390;5;8;7;;
168;B;CLIB;391;1;9;5;;
168;B;CLIB;391;2;11;7;;
168;B;CLIB;391;3;20;12;;
168;B;CLIB;391;4;8;6;;
168;B;CLIB;391;5;17;14;;
169;B;CLIB;392;1;8;7;;
169;B;CLIB;392;2;7;6;;
169;B;CLIB;392;3;11;11;;
169;B;CLIB;392;4;7;6;;
169;B;CLIB;392;5;10;7;;
170;B;CLIB;393;1;27;22;;
170;B;CLIB;393;2;13;11;;
170;B;CLIB;393;3;11;7;;
170;B;CLIB;393;4;6;6;;
170;B;CLIB;393;5;22;17;;
171;B;CLIB;394;1;8;6;;
171;B;CLIB;394;2;13;11;;
171;B;CLIB;394;3;7;6;;
171;B;CLIB;394;4;6;6;;
171;B;CLIB;394;5;4;4;;
172;B;CLIB;395;1;8;6;;
172;B;CLIB;395;2;6;5;;
172;B;CLIB;395;3;3;3;;
172;B;CLIB;395;4;10;7;;
172;B;CLIB;395;5;11;7;;
173;B;CSAL;Z;1;NA;NA;;
173;B;CSAL;Z;2;NA;NA;;
173;B;CSAL;Z;3;NA;NA;;
173;B;CSAL;Z;4;NA;NA;;
173;B;CSAL;Z;5;NA;NA;;
174;B;HHAL;486;1;19;13;;
174;B;HHAL;486;2;28;19;;
174;B;HHAL;486;3;21;13;;
174;B;HHAL;486;4;15;10;;
174;B;HHAL;486;5;8;3;;
175;B;HHAL;487;1;18;10;;
175;B;HHAL;487;2;19;14;;
175;B;HHAL;487;3;12;8;;
175;B;HHAL;487;4;25;16;;
175;B;HHAL;487;5;13;7;;
176;B;HHAL;488;1;19;8;;
176;B;HHAL;488;2;11;2;;
176;B;HHAL;488;3;24;15;;
176;B;HHAL;488;4;19;9;;
176;B;HHAL;488;5;23;10;;
177;B;HHAL;489;1;16;9;;
177;B;HHAL;489;2;20;11;;
177;B;HHAL;489;3;4;1;;
177;B;HHAL;489;4;11;4;;
177;B;HHAL;489;5;12;5;;
178;B;HHAL;490;1;7;4;;
178;B;HHAL;490;2;6;3;;
178;B;HHAL;490;3;0;0;;
178;B;HHAL;490;4;0;0;;
178;B;HHAL;490;5;0;0;;
179;B;HHAL;491;1;7;3;;
179;B;HHAL;491;2;4;0;;
179;B;HHAL;491;3;9;6;;
179;B;HHAL;491;4;19;10;;
179;B;HHAL;491;5;19;15;;
180;B;HHAL;492;1;7;6;;
180;B;HHAL;492;2;7;7;;
180;B;HHAL;492;3;6;6;;
180;B;HHAL;492;4;4;2;;
180;B;HHAL;492;5;0;0;;
181;B;HHAL;493;1;18;9;;
181;B;HHAL;493;2;54;20;;
181;B;HHAL;493;3;18;6;;
181;B;HHAL;493;4;19;11;;
181;B;HHAL;493;5;14;12;;
182;B;HHAL;494;1;22;19;;
182;B;HHAL;494;2;19;15;;
182;B;HHAL;494;3;26;25;;
182;B;HHAL;494;4;20;17;;
182;B;HHAL;494;5;12;12;;
183;B;HHAL;495;1;25;16;;
183;B;HHAL;495;2;30;21;;
183;B;HHAL;495;3;28;19;;
183;B;HHAL;495;4;23;14;;
183;B;HHAL;495;5;21;3;;
184;B;HHAL;496;1;15;8;;
184;B;HHAL;496;2;25;7;;
184;B;HHAL;496;3;26;12;;
184;B;HHAL;496;4;45;14;;
184;B;HHAL;496;5;17;4;;
185;B;HHAL;497;1;18;8;;
185;B;HHAL;497;2;13;8;;
185;B;HHAL;497;3;11;9;;
185;B;HHAL;497;4;39;8;;
185;B;HHAL;497;5;11;9;;
186;B;HHAL;498;1;34;22;;
186;B;HHAL;498;2;14;11;;
186;B;HHAL;498;3;29;24;;
186;B;HHAL;498;4;16;12;;
186;B;HHAL;498;5;52;41;;
187;B;HHAL;499;1;32;29;;
187;B;HHAL;499;2;9;7;;
187;B;HHAL;499;3;16;16;;
187;B;HHAL;499;4;20;18;;
187;B;HHAL;499;5;29;25;;
188;B;HHAL;500;1;17;13;;
188;B;HHAL;500;2;37;31;;
188;B;HHAL;500;3;38;22;;
188;B;HHAL;500;4;49;23;;
188;B;HHAL;500;5;24;16;;
189;B;TMAS;576;1;51;0;;
189;B;TMAS;576;2;53;0;;
189;B;TMAS;576;3;39;0;;
189;B;TMAS;576;4;104;0;;
189;B;TMAS;576;5;43;0;;
190;B;TMAS;577;1;47;0;;
190;B;TMAS;577;2;90;0;;
190;B;TMAS;577;3;109;0;;
190;B;TMAS;577;4;84;0;;
190;B;TMAS;577;5;81;0;;
191;B;TMAS;578;1;117;3;;
191;B;TMAS;578;2;98;1;;
191;B;TMAS;578;3;82;2;;
191;B;TMAS;578;4;67;1;;
191;B;TMAS;578;5;73;4;;
192;B;TMAS;579;1;45;0;;
192;B;TMAS;579;2;89;0;;
192;B;TMAS;579;3;86;0;;
192;B;TMAS;579;4;54;0;;
192;B;TMAS;579;5;74;0;;
193;B;TMAS;580;1;64;0;;
193;B;TMAS;580;2;50;0;;
193;B;TMAS;580;3;67;0;;
193;B;TMAS;580;4;66;0;;
193;B;TMAS;580;5;60;0;;
194;B;TMAS;581;1;56;0;;
194;B;TMAS;581;2;43;0;;
194;B;TMAS;581;3;47;0;;
194;B;TMAS;581;4;41;0;;
194;B;TMAS;581;5;48;0;;
195;B;TMAS;582;1;71;0;;
195;B;TMAS;582;2;84;4;;
195;B;TMAS;582;3;91;0;;
195;B;TMAS;582;4;82;1;;
195;B;TMAS;582;5;118;1;;
196;B;TMAS;583;1;91;0;;
196;B;TMAS;583;2;126;1;;
196;B;TMAS;583;3;91;0;;
196;B;TMAS;583;4;121;0;;
196;B;TMAS;583;5;113;0;;
197;B;TMAS;584;1;18;1;;3 semillas depredadas
197;B;TMAS;584;2;25;1;;1 semillas depredadas
197;B;TMAS;584;3;49;7;;2 semillas depredadas
197;B;TMAS;584;4;68;5;;1 semillas depredadas
197;B;TMAS;584;5;89;6;;1 semillas depredadas
198;B;TMAS;585;1;43;2;;
198;B;TMAS;585;2;44;4;;
198;B;TMAS;585;3;44;0;;
198;B;TMAS;585;4;NA;NA;;
198;B;TMAS;585;5;NA;NA;;
199;C;ROFF;31;1;16;13;;
199;C;ROFF;31;2;16;11;;
199;C;ROFF;31;3;10;8;;
199;C;ROFF;31;4;16;15;;
199;C;ROFF;31;5;12;8;;
200;C;ROFF;32;1;14;11;;
200;C;ROFF;32;2;16;15;;
200;C;ROFF;32;3;16;13;;
200;C;ROFF;32;4;10;10;;
200;C;ROFF;32;5;16;16;;
201;C;ROFF;33;1;12;10;;
201;C;ROFF;33;2;12;7;;
201;C;ROFF;33;3;10;5;;
201;C;ROFF;33;4;12;6;;
201;C;ROFF;33;5;6;5;;
202;C;ROFF;34;1;22;10;;
202;C;ROFF;34;2;16;8;;
202;C;ROFF;34;3;16;11;;
202;C;ROFF;34;4;20;13;;
202;C;ROFF;34;5;14;10;;
203;C;ROFF;35;1;16;16;;
203;C;ROFF;35;2;10;9;;
203;C;ROFF;35;3;12;11;;
203;C;ROFF;35;4;6;6;;
203;C;ROFF;35;5;18;16;;
204;C;ROFF;36;1;14;14;;
204;C;ROFF;36;2;10;7;;
204;C;ROFF;36;3;14;6;;
204;C;ROFF;36;4;12;8;;
204;C;ROFF;36;5;16;7;;
205;C;ROFF;37;1;10;7;;
205;C;ROFF;37;2;14;11;;
205;C;ROFF;37;3;14;4;;
205;C;ROFF;37;4;8;7;;
205;C;ROFF;37;5;8;6;;
206;C;ROFF;38;1;9;5;;
206;C;ROFF;38;2;10;5;;
206;C;ROFF;38;3;22;12;;
206;C;ROFF;38;4;12;5;;
206;C;ROFF;38;5;12;8;;
207;C;ROFF;39;1;12;6;;
207;C;ROFF;39;2;12;9;;
207;C;ROFF;39;3;10;10;;
207;C;ROFF;39;4;14;12;;
207;C;ROFF;39;5;20;18;;
208;C;ROFF;40;1;10;8;;
208;C;ROFF;40;2;12;9;;
208;C;ROFF;40;3;10;6;;
208;C;ROFF;40;4;14;4;;
208;C;ROFF;40;5;14;5;;
209;C;ROFF;41;1;18;14;;
209;C;ROFF;41;2;14;10;;
209;C;ROFF;41;3;12;11;;
209;C;ROFF;41;4;18;8;;
209;C;ROFF;41;5;14;12;;
210;C;ROFF;42;1;12;9;;
210;C;ROFF;42;2;12;8;;
210;C;ROFF;42;3;12;7;;
210;C;ROFF;42;4;12;8;;
210;C;ROFF;42;5;14;6;;
211;C;ROFF;43;1;14;12;;
211;C;ROFF;43;2;14;6;;
211;C;ROFF;43;3;12;9;;
211;C;ROFF;43;4;14;13;;
211;C;ROFF;43;5;10;9;;
212;C;ROFF;44;1;12;9;;
212;C;ROFF;44;2;16;5;;
212;C;ROFF;44;3;12;3;;
212;C;ROFF;44;4;18;8;;
212;C;ROFF;44;5;14;9;;
213;C;ROFF;45;1;10;10;;
213;C;ROFF;45;2;18;11;;
213;C;ROFF;45;3;16;10;;
213;C;ROFF;45;4;12;5;;
213;C;ROFF;45;5;10;6;;
214;C;HCOM;136;1;11;2;;
214;C;HCOM;136;2;19;2;;
214;C;HCOM;136;3;14;8;;
214;C;HCOM;136;4;20;9;;
214;C;HCOM;136;5;10;11;;
215;C;HCOM;137;1;21;4;;
215;C;HCOM;137;2;19;6;;
215;C;HCOM;137;3;11;3;;
215;C;HCOM;137;4;12;2;;
215;C;HCOM;137;5;16;2;;
216;C;HCOM;138;1;27;4;;
216;C;HCOM;138;2;11;2;;
216;C;HCOM;138;3;18;4;;
216;C;HCOM;138;4;13;2;;
216;C;HCOM;138;5;19;3;;
217;C;HCOM;139;1;7;0;;
217;C;HCOM;139;2;11;2;;
217;C;HCOM;139;3;13;1;;
217;C;HCOM;139;4;9;1;;
217;C;HCOM;139;5;11;1;;
218;C;HCOM;140;1;8;1;;
218;C;HCOM;140;2;13;2;;
218;C;HCOM;140;3;8;0;;
218;C;HCOM;140;4;5;0;;
218;C;HCOM;140;5;3;0;;
219;C;HCOM;141;1;14;3;;
219;C;HCOM;141;2;10;1;;
219;C;HCOM;141;3;11;0;;
219;C;HCOM;141;4;14;0;;
219;C;HCOM;141;5;11;5;;
220;C;HCOM;142;1;11;2;;
220;C;HCOM;142;2;10;1;;
220;C;HCOM;142;3;12;2;;
220;C;HCOM;142;4;12;1;;
220;C;HCOM;142;5;7;3;;
221;C;HCOM;143;1;9;0;;
221;C;HCOM;143;2;9;2;;
221;C;HCOM;143;3;40;1;;
221;C;HCOM;143;4;10;0;;
221;C;HCOM;143;5;19;2;;
222;C;HCOM;144;1;18;2;;
222;C;HCOM;144;2;16;2;;
222;C;HCOM;144;3;30;4;;
222;C;HCOM;144;4;16;2;;
222;C;HCOM;144;5;19;2;;
223;C;HCOM;145;1;12;3;;
223;C;HCOM;145;2;11;1;;
223;C;HCOM;145;3;6;1;;
223;C;HCOM;145;4;10;1;;
223;C;HCOM;145;5;7;1;;
224;C;HCOM;146;1;17;7;;
224;C;HCOM;146;2;16;3;;
224;C;HCOM;146;3;9;1;;
224;C;HCOM;146;4;17;2;;
224;C;HCOM;146;5;12;3;;
225;C;HCOM;147;1;19;12;;
225;C;HCOM;147;2;11;1;;
225;C;HCOM;147;3;25;7;;
225;C;HCOM;147;4;17;3;;
225;C;HCOM;147;5;23;3;;
226;C;HCOM;148;1;20;2;;
226;C;HCOM;148;2;7;5;;
226;C;HCOM;148;3;7;1;;
226;C;HCOM;148;4;5;1;;
226;C;HCOM;148;5;15;5;;
227;C;HCOM;149;1;5;3;;
227;C;HCOM;149;2;6;3;;
227;C;HCOM;149;3;5;2;;
227;C;HCOM;149;4;9;1;;
227;C;HCOM;149;5;3;0;;
228;C;HCOM;150;1;26;3;;
228;C;HCOM;150;2;8;1;;
228;C;HCOM;150;3;9;1;;
228;C;HCOM;150;4;7;0;;
228;C;HCOM;150;5;12;0;;
229;C;LPED;291;1;54;18;;
229;C;LPED;291;2;39;9;;
229;C;LPED;291;3;41;12;;
229;C;LPED;291;4;79;5;;
229;C;LPED;291;5;69;25;;
230;C;LPED;292;1;26;0;;
230;C;LPED;292;2;44;14;;
230;C;LPED;292;3;34;7;;
230;C;LPED;292;4;70;32;;
230;C;LPED;292;5;29;7;;
231;C;LPED;293;1;58;16;;
231;C;LPED;293;2;30;1;;
231;C;LPED;293;3;49;23;;
231;C;LPED;293;4;46;9;;
231;C;LPED;293;5;47;14;;
232;C;LPED;294;1;49;18;;
232;C;LPED;294;2;42;13;;
232;C;LPED;294;3;25;8;;
232;C;LPED;294;4;41;15;;
232;C;LPED;294;5;35;13;;
233;C;LPED;295;1;27;8;;Chalcididae (con pupa) guardada y con foto
233;C;LPED;295;2;56;21;;
233;C;LPED;295;3;58;6;;
233;C;LPED;295;4;41;12;;
233;C;LPED;295;5;80;30;;
234;C;LPED;296;1;30;17;;
234;C;LPED;296;2;38;20;;
234;C;LPED;296;3;24;10;;
234;C;LPED;296;4;33;15;;
234;C;LPED;296;5;22;8;;
235;C;LPED;297;1;34;7;;
235;C;LPED;297;2;27;16;;
235;C;LPED;297;3;47;0;;comido, tubos
235;C;LPED;297;4;49;9;;comido, tubos
235;C;LPED;297;5;65;19;;
236;C;LPED;298;1;22;8;;
236;C;LPED;298;2;35;3;;
236;C;LPED;298;3;53;16;;
236;C;LPED;298;4;58;13;;
236;C;LPED;298;5;62;30;;
237;C;LPED;299;1;37;21;;
237;C;LPED;299;2;28;8;;
237;C;LPED;299;3;40;12;;
237;C;LPED;299;4;62;24;;comido, tubos
237;C;LPED;299;5;33;12;;
238;C;LPED;300;1;35;8;;
238;C;LPED;300;2;47;21;;
238;C;LPED;300;3;27;7;;
238;C;LPED;300;4;40;7;;
238;C;LPED;300;5;22;5;;
239;C;LPED;301;1;40;23;;
239;C;LPED;301;2;27;10;;
239;C;LPED;301;3;26;10;;
239;C;LPED;301;4;23;0;;
239;C;LPED;301;5;37;13;;
240;C;LPED;302;1;59;15;;
240;C;LPED;302;2;25;4;;comido, pupa y lepidoptero capturado, en perfecto estado
240;C;LPED;302;3;49;10;;
240;C;LPED;302;4;46;15;;comido, pupa igual que la anterior pero con dos apendices, restos de larva también, agujero en la bolsa con muchos excrementos
240;C;LPED;302;5;32;11;;
241;C;LPED;303;1;66;15;;
241;C;LPED;303;2;50;13;;
241;C;LPED;303;3;41;9;;
241;C;LPED;303;4;39;5;;
241;C;LPED;303;5;12;2;;
242;C;LPED;304;1;66;23;;
242;C;LPED;304;2;28;7;;
242;C;LPED;304;3;36;8;;
242;C;LPED;304;4;28;0;;comido, tubos sin pupa, todas las semillas depredadas
242;C;LPED;304;5;65;15;;
243;C;LPED;305;1;40;11;;
243;C;LPED;305;2;56;14;;
243;C;LPED;305;3;41;9;;
243;C;LPED;305;4;60;19;;
243;C;LPED;305;5;41;0;;comido, tubos con restos de pupa, todas las semillas depredadas
244;C;SGEN;251;1;52;12;;
244;C;SGEN;251;2;45;7;;
244;C;SGEN;251;3;37;13;;
244;C;SGEN;251;4;26;6;;
244;C;SGEN;251;5;21;5;;
245;C;SGEN;252;1;35;6;;
245;C;SGEN;252;2;27;4;;
245;C;SGEN;252;3;21;5;;
245;C;SGEN;252;4;22;1;;
245;C;SGEN;252;5;23;5;;
246;C;SGEN;253;1;49;6;;
246;C;SGEN;253;2;66;6;;
246;C;SGEN;253;3;26;3;;
246;C;SGEN;253;4;18;2;;
246;C;SGEN;253;5;32;2;;
247;C;SGEN;254;1;59;9;;
247;C;SGEN;254;2;44;7;;
247;C;SGEN;254;3;27;13;;
247;C;SGEN;254;4;65;9;;
247;C;SGEN;254;5;75;16;;
248;C;SGEN;255;1;13;2;;
248;C;SGEN;255;2;28;2;;
248;C;SGEN;255;3;17;0;;
248;C;SGEN;255;4;18;1;;
248;C;SGEN;255;5;18;2;;
249;C;SGEN;256;1;2;0;;
249;C;SGEN;256;2;11;2;;
249;C;SGEN;256;3;15;1;;
249;C;SGEN;256;4;10;0;;
249;C;SGEN;256;5;14;1;;
250;C;SGEN;257;1;34;6;;
250;C;SGEN;257;2;15;3;;
250;C;SGEN;257;3;57;6;;
250;C;SGEN;257;4;12;1;;
250;C;SGEN;257;5;35;4;;
251;C;SGEN;258;1;19;5;;
251;C;SGEN;258;2;17;3;;
251;C;SGEN;258;3;24;2;;
251;C;SGEN;258;4;19;2;;
251;C;SGEN;258;5;17;2;;
252;C;SGEN;259;1;21;1;;
252;C;SGEN;259;2;20;0;;
252;C;SGEN;259;3;26;0;;
252;C;SGEN;259;4;29;1;;
252;C;SGEN;259;5;14;1;;
253;C;SGEN;260;1;57;5;;
253;C;SGEN;260;2;39;0;;
253;C;SGEN;260;3;25;2;;
253;C;SGEN;260;4;19;1;;
253;C;SGEN;260;5;13;1;;
254;C;AVEL;436;1;NA;NA;;
254;C;AVEL;436;2;NA;NA;;
254;C;AVEL;436;3;NA;NA;;
254;C;AVEL;436;4;NA;NA;;
254;C;AVEL;436;5;NA;NA;;
255;C;AVEL;437;1;NA;NA;;
255;C;AVEL;437;2;NA;NA;;
255;C;AVEL;437;3;NA;NA;;
255;C;AVEL;437;4;NA;NA;;
255;C;AVEL;437;5;NA;NA;;
256;C;CLIB;469;1;6;5;;
256;C;CLIB;469;2;5;4;;
256;C;CLIB;469;3;5;3;;
256;C;CLIB;469;4;8;6;;
256;C;CLIB;469;5;10;5;;
257;C;CLIB;470;1;3;1;;
257;C;CLIB;470;2;2;1;;
257;C;CLIB;470;3;21;3;;
257;C;CLIB;470;4;11;2;;
257;C;CLIB;470;5;6;1;;
258;C;HHAL;501;1;13;11;;
258;C;HHAL;501;2;16;9;;
258;C;HHAL;501;3;13;7;;
258;C;HHAL;501;4;12;9;;
258;C;HHAL;501;5;0;0;;
259;C;HHAL;502;1;18;10;;
259;C;HHAL;502;2;32;13;;
259;C;HHAL;502;3;16;12;;
259;C;HHAL;502;4;18;10;;
259;C;HHAL;502;5;21;16;;
260;C;HHAL;503;1;20;9;;
260;C;HHAL;503;2;14;10;;
260;C;HHAL;503;3;9;6;;
260;C;HHAL;503;4;19;8;;
260;C;HHAL;503;5;29;8;;
261;C;HHAL;504;1;24;21;;
261;C;HHAL;504;2;19;16;;
261;C;HHAL;504;3;12;10;;
261;C;HHAL;504;4;22;14;;
261;C;HHAL;504;5;13;9;;
262;C;HHAL;505;1;44;42;;
262;C;HHAL;505;2;21;18;;
262;C;HHAL;505;3;22;16;;
262;C;HHAL;505;4;12;9;;
262;C;HHAL;505;5;19;19;;
263;C;HHAL;506;1;37;21;;
263;C;HHAL;506;2;36;27;;
263;C;HHAL;506;3;29;24;;
263;C;HHAL;506;4;14;11;;
263;C;HHAL;506;5;20;12;;
264;C;HHAL;507;1;33;23;;
264;C;HHAL;507;2;16;11;;
264;C;HHAL;507;3;32;16;;
264;C;HHAL;507;4;28;15;;
264;C;HHAL;507;5;17;11;;
265;C;HHAL;508;1;0;0;;
265;C;HHAL;508;2;0;0;;
265;C;HHAL;508;3;0;0;;
265;C;HHAL;508;4;0;0;;
265;C;HHAL;508;5;0;0;;
266;C;HHAL;509;1;20;8;;
266;C;HHAL;509;2;22;13;;
266;C;HHAL;509;3;16;6;;
266;C;HHAL;509;4;13;8;;
266;C;HHAL;509;5;18;9;;
267;C;HHAL;510;1;25;20;;
267;C;HHAL;510;2;0;0;;
267;C;HHAL;510;3;0;0;;
267;C;HHAL;510;4;0;0;;
267;C;HHAL;510;5;0;0;;
268;C;HHAL;511;1;34;28;;
268;C;HHAL;511;2;15;10;;
268;C;HHAL;511;3;20;10;;
268;C;HHAL;511;4;11;7;;
268;C;HHAL;511;5;16;10;;
269;C;HHAL;512;1;29;23;;
269;C;HHAL;512;2;13;7;;
269;C;HHAL;512;3;12;8;;
269;C;HHAL;512;4;15;11;;
269;C;HHAL;512;5;8;5;;
270;C;HHAL;513;1;34;20;;
270;C;HHAL;513;2;20;15;;
270;C;HHAL;513;3;28;17;;
270;C;HHAL;513;4;6;3;;
270;C;HHAL;513;5;16;13;;
271;C;HHAL;514;1;13;7;;
271;C;HHAL;514;2;6;4;;
271;C;HHAL;514;3;2;2;;
271;C;HHAL;514;4;5;4;;
271;C;HHAL;514;5;9;7;;
272;C;HHAL;515;1;26;20;;
272;C;HHAL;515;2;13;8;;
272;C;HHAL;515;3;30;16;;
272;C;HHAL;515;4;15;14;;
272;C;HHAL;515;5;11;6;;
273;C;TMAS;586;1;39;3;;
273;C;TMAS;586;2;66;1;;
273;C;TMAS;586;3;59;13;;
273;C;TMAS;586;4;60;6;;
273;C;TMAS;586;5;49;2;;
274;C;TMAS;587;1;90;8;;
274;C;TMAS;587;2;79;6;;
274;C;TMAS;587;3;NA;NA;;
274;C;TMAS;587;4;NA;NA;;
274;C;TMAS;587;5;NA;NA;;
275;C;TMAS;588;1;16;1;;
275;C;TMAS;588;2;18;0;;
275;C;TMAS;588;3;37;1;;
275;C;TMAS;588;4;43;1;;
275;C;TMAS;588;5;NA;NA;;
276;C;TMAS;589;1;17;1;;
276;C;TMAS;589;2;61;0;;
276;C;TMAS;589;3;52;3;;
276;C;TMAS;589;4;30;1;;
276;C;TMAS;589;5;24;2;;
277;C;TMAS;590;1;NA;NA;;
277;C;TMAS;590;2;NA;NA;;
277;C;TMAS;590;3;NA;NA;;
277;C;TMAS;590;4;NA;NA;;
277;C;TMAS;590;5;NA;NA;;
278;D;ROFF;46;1;12;8;;
278;D;ROFF;46;2;14;12;;
278;D;ROFF;46;3;12;8;;
278;D;ROFF;46;4;14;6;;
278;D;ROFF;46;5;14;10;;
279;D;ROFF;47;1;14;13;;
279;D;ROFF;47;2;8;7;;
279;D;ROFF;47;3;6;4;;
279;D;ROFF;47;4;10;6;;
279;D;ROFF;47;5;10;9;;
280;D;ROFF;48;1;10;8;;
280;D;ROFF;48;2;12;11;;
280;D;ROFF;48;3;10;5;;
280;D;ROFF;48;4;14;13;;
280;D;ROFF;48;5;10;10;;
281;D;ROFF;49;1;16;12;;
281;D;ROFF;49;2;14;13;;
281;D;ROFF;49;3;14;14;;
281;D;ROFF;49;4;18;17;;
281;D;ROFF;49;5;10;7;;
282;D;ROFF;50;1;12;8;;
282;D;ROFF;50;2;16;9;;
282;D;ROFF;50;3;18;15;;
282;D;ROFF;50;4;14;11;;
282;D;ROFF;50;5;12;9;;
283;D;ROFF;51;1;8;8;;
283;D;ROFF;51;2;10;10;;
283;D;ROFF;51;3;8;6;;
283;D;ROFF;51;4;14;9;;
283;D;ROFF;51;5;12;10;;
284;D;ROFF;52;1;18;11;;
284;D;ROFF;52;2;14;12;;
284;D;ROFF;52;3;16;3;;
284;D;ROFF;52;4;10;8;;
284;D;ROFF;52;5;14;13;;
285;D;ROFF;53;1;10;7;;
285;D;ROFF;53;2;10;9;;
285;D;ROFF;53;3;10;8;;
285;D;ROFF;53;4;10;4;;
285;D;ROFF;53;5;10;5;;
286;D;ROFF;54;1;18;16;;
286;D;ROFF;54;2;14;14;;
286;D;ROFF;54;3;12;12;;
286;D;ROFF;54;4;14;14;;
286;D;ROFF;54;5;14;9;;
287;D;ROFF;55;1;16;13;;
287;D;ROFF;55;2;16;11;;
287;D;ROFF;55;3;11;9;;
287;D;ROFF;55;4;10;9;;
287;D;ROFF;55;5;16;15;;
288;D;ROFF;56;1;14;8;;
288;D;ROFF;56;2;14;12;;
288;D;ROFF;56;3;8;8;;
288;D;ROFF;56;4;10;8;;
288;D;ROFF;56;5;10;8;;
289;D;ROFF;57;1;12;11;;
289;D;ROFF;57;2;16;8;;
289;D;ROFF;57;3;12;10;;
289;D;ROFF;57;4;10;7;;
289;D;ROFF;57;5;12;4;;
290;D;ROFF;58;1;12;10;;
290;D;ROFF;58;2;12;11;;
290;D;ROFF;58;3;10;9;;
290;D;ROFF;58;4;10;10;;
290;D;ROFF;58;5;12;12;;
291;D;ROFF;59;1;18;12;;
291;D;ROFF;59;2;10;9;;
