ID;Plot;Plant_sp;Plant_sp_complete;Plant_id
628;F;HCOM;Halimium_commutatum;210
629;F;UPAR;Ulex_parviflorus;212
630;F;UPAR;Ulex_parviflorus;214
631;F;UPAR;Ulex_parviflorus;218
632;F;UPAR;Ulex_parviflorus;221
633;F;UPAR;Ulex_parviflorus;222
634;F;UPAR;Ulex_parviflorus;223
635;F;UPAR;Ulex_parviflorus;224
636;F;UPAR;Ulex_parviflorus;X
637;F;SGEN;Stauracanthus_genistoides;213
638;F;SGEN;Stauracanthus_genistoides;215
639;F;SGEN;Stauracanthus_genistoides;216
640;F;SGEN;Stauracanthus_genistoides;217
641;F;SGEN;Stauracanthus_genistoides;219
642;F;SGEN;Stauracanthus_genistoides;220
643;F;SGEN;Stauracanthus_genistoides;225
644;F;SGEN;Stauracanthus_genistoides;211
645;F;CLIB;Cistus_libanotis;426
646;F;CLIB;Cistus_libanotis;427
647;F;CLIB;Cistus_libanotis;428
648;F;CLIB;Cistus_libanotis;429
649;F;CLIB;Cistus_libanotis;430
650;F;CLIB;Cistus_libanotis;431
651;F;CLIB;Cistus_libanotis;432
652;F;CLIB;Cistus_libanotis;433
653;F;CLIB;Cistus_libanotis;434
654;F;CLIB;Cistus_libanotis;435
655;F;CLIB;Cistus_libanotis;561
656;F;CLIB;Cistus_libanotis;562
657;F;CLIB;Cistus_libanotis;563
658;F;CLIB;Cistus_libanotis;564
659;F;CLIB;Cistus_libanotis;565
660;F;AVEL;Armeria_velutina;460
661;F;AVEL;Armeria_velutina;461
662;F;AVEL;Armeria_velutina;462
663;F;AVEL;Armeria_velutina;463
664;F;AVEL;Armeria_velutina;464
665;F;AVEL;Armeria_velutina;465
666;F;AVEL;Armeria_velutina;466
667;F;AVEL;Armeria_velutina;467
668;F;AVEL;Armeria_velutina;468
669;F;HHAL;Halimium_halimifolium;546
670;F;HHAL;Halimium_halimifolium;547
671;F;HHAL;Halimium_halimifolium;548
672;F;HHAL;Halimium_halimifolium;549
673;F;HHAL;Halimium_halimifolium;550
674;F;HHAL;Halimium_halimifolium;551
675;F;HHAL;Halimium_halimifolium;552
676;F;HHAL;Halimium_halimifolium;553
677;F;HHAL;Halimium_halimifolium;554
678;F;HHAL;Halimium_halimifolium;555
679;F;HHAL;Halimium_halimifolium;556
680;F;HHAL;Halimium_halimifolium;557
681;F;HHAL;Halimium_halimifolium;558
682;F;HHAL;Halimium_halimifolium;559
683;F;HHAL;Halimium_halimifolium;560
684;F;TMAS;Thymus_mastichina;611
685;F;TMAS;Thymus_mastichina;612
686;F;TMAS;Thymus_mastichina;613
687;F;TMAS;Thymus_mastichina;614
688;F;TMAS;Thymus_mastichina;615
689;F;TMAS;Thymus_mastichina;616
690;F;TMAS;Thymus_mastichina;617
691;F;TMAS;Thymus_mastichina;618
692;F;TMAS;Thymus_mastichina;619
693;F;TMAS;Thymus_mastichina;620
694;F;TMAS;Thymus_mastichina;621
695;F;TMAS;Thymus_mastichina;622
696;F;TMAS;Thymus_mastichina;623
697;F;TMAS;Thymus_mastichina;624
698;F;TMAS;Thymus_mastichina;625
699;F;HPIC;Helichrysum_picardii;686
700;F;HPIC;Helichrysum_picardii;687
