ID;Plot;Plant_sp;Plant_sp_complete;Plant_id;N_fruit;N_seeds;Weight;N_predated_seeds;Antagonist_collected;Notes
;;;;;8;4;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
589;F;LPED;Lavandula_pedunculata;341;1;3;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;3;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;4;;;;
;;;;;9;3;;;;
;;;;;10;1;;;;
590;F;LPED;Lavandula_pedunculata;342;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
591;F;LPED;Lavandula_pedunculata;343;1;4;;;;
;;;;;2;3;;;;
;;;;;3;1;;;;
;;;;;4;3;;;;
;;;;;5;3;;;;
;;;;;6;3;;;;
;;;;;7;1;;;;
;;;;;8;3;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
592;F;LPED;Lavandula_pedunculata;344;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
593;F;LPED;Lavandula_pedunculata;345;1;1;;;;
;;;;;2;0;;;;
;;;;;3;0;;;;
;;;;;4;0;;;;
;;;;;5;0;;;;
;;;;;6;0;;;;
;;;;;7;0;;;;
;;;;;8;0;;;;
;;;;;9;0;;;;
;;;;;10;0;;;;
594;F;LPED;Lavandula_pedunculata;346;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;3;;;;
;;;;;6;1;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;3;;;;
;;;;;10;1;;;;
595;F;LPED;Lavandula_pedunculata;347;1;2;;;;
;;;;;2;1;;;;
;;;;;3;4;;;;
;;;;;4;3;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
596;F;LPED;Lavandula_pedunculata;348;1;3;;;;
;;;;;2;4;;;;
;;;;;3;3;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;1;;;;
;;;;;7;4;;;;
;;;;;8;3;;;;
;;;;;9;3;;;;
;;;;;10;3;;;;
597;F;LPED;Lavandula_pedunculata;349;1;2;;;;
;;;;;2;2;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;1;;;;
;;;;;7;2;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
598;F;LPED;Lavandula_pedunculata;350;1;2;;;;
;;;;;2;2;;;;
;;;;;3;4;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;3;;;;
;;;;;7;4;;;;
;;;;;8;3;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
599;F;ROFF;Rosmarinus_officinalis;91;1;4;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;4;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;4;;antagonist collected with photos;;
;;;;;10;4;;;;
600;F;ROFF;Rosmarinus_officinalis;92;1;1;;;;
;;;;;2;2;;;;
;;;;;3;1;;;;
;;;;;4;4;;;;
;;;;;5;3;;;;
;;;;;6;3;;;;
;;;;;7;2;;;;
;;;;;8;3;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
601;F;ROFF;Rosmarinus_officinalis;93;1;3;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;3;;;;
;;;;;6;3;;;;
;;;;;7;4;;;;
;;;;;8;4;;;;
;;;;;9;3;;;;
;;;;;10;2;;;;
602;F;ROFF;Rosmarinus_officinalis;94;1;1;;;;
;;;;;2;3;;;;
;;;;;3;3;;;;
;;;;;4;4;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;3;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;2;;;;
603;F;ROFF;Rosmarinus_officinalis;95;1;3;;;;
;;;;;2;3;;;;
;;;;;3;4;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;0;;;;
;;;;;7;2;;;;
;;;;;8;0;;;;
;;;;;9;0;;;;
;;;;;10;NA;;;;
604;F;ROFF;Rosmarinus_officinalis;96;1;3;;;;
;;;;;2;3;;;;
;;;;;3;4;;;;
;;;;;4;2;;;;
;;;;;5;4;;;;
;;;;;6;2;;;;
;;;;;7;4;;;;
;;;;;8;4;;;;
;;;;;9;4;;antagonist collected with photo;;
;;;;;10;4;;;;
605;F;ROFF;Rosmarinus_officinalis;97;1;2;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;3;;;;
;;;;;7;3;;;;
;;;;;8;4;;;;
;;;;;9;4;;two antagonist species collected with photos;;
;;;;;10;3;;;;
606;F;ROFF;Rosmarinus_officinalis;98;1;3;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;3;;;;
;;;;;7;2;;;;
;;;;;8;4;;;;
;;;;;9;4;;;;
;;;;;10;3;;;;
607;F;ROFF;Rosmarinus_officinalis;99;1;2;;two antagonist individuals from the same species as ROFF 96 (not collected);;
;;;;;2;4;;;;
;;;;;3;3;;;;
;;;;;4;2;;;;
;;;;;5;4;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;3;;;;
;;;;;10;2;;;;
608;F;ROFF;Rosmarinus_officinalis;100;1;3;;;;
;;;;;2;3;;;;
;;;;;3;4;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;4;;;;
;;;;;8;3;;;;
;;;;;9;4;;;;
;;;;;10;1;;;;
609;F;ROFF;Rosmarinus_officinalis;101;1;4;;;;
;;;;;2;4;;;;
;;;;;3;2;;;;
;;;;;4;4;;;;
;;;;;5;1;;;;
;;;;;6;4;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;4;;;;
;;;;;10;3;;;;
610;F;ROFF;Rosmarinus_officinalis;102;1;1;;;;
;;;;;2;4;;;;
;;;;;3;3;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;3;;;;
;;;;;7;4;;;;
;;;;;8;1;;;;
;;;;;9;4;;;;
;;;;;10;3;;three antagonist individuals from the same species as ROFF 96 (not collected);;
611;F;ROFF;Rosmarinus_officinalis;103;1;2;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;3;;;;
;;;;;6;3;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;2;;;;
;;;;;10;3;;;;
612;F;ROFF;Rosmarinus_officinalis;104;1;1;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;0;;;;
;;;;;10;2;;;;
613;F;ROFF;Rosmarinus_officinalis;105;1;2;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
614;F;HCOM;Halimium_commutatum;196;;;;;;
615;F;HCOM;Halimium_commutatum;197;;;;;;
616;F;HCOM;Halimium_commutatum;198;;;;;;
617;F;HCOM;Halimium_commutatum;199;;;;;;
618;F;HCOM;Halimium_commutatum;200;;;;;;
619;F;HCOM;Halimium_commutatum;201;;;;;;
620;F;HCOM;Halimium_commutatum;202;;;;;;
621;F;HCOM;Halimium_commutatum;203;;;;;;
622;F;HCOM;Halimium_commutatum;204;;;;;;
623;F;HCOM;Halimium_commutatum;205;;;;;;
624;F;HCOM;Halimium_commutatum;206;;;;;;
625;F;HCOM;Halimium_commutatum;207;;;;;;
626;F;HCOM;Halimium_commutatum;208;;;;;;
627;F;HCOM;Halimium_commutatum;209;;;;;;
628;F;HCOM;Halimium_commutatum;210;;;;;;
629;F;UPAR;Ulex_parviflorus;212;;;;;;
630;F;UPAR;Ulex_parviflorus;214;;;;;;
631;F;UPAR;Ulex_parviflorus;218;;;;;;
632;F;UPAR;Ulex_parviflorus;221;;;;;;
633;F;UPAR;Ulex_parviflorus;222;;;;;;
634;F;UPAR;Ulex_parviflorus;223;;;;;;
635;F;UPAR;Ulex_parviflorus;224;;;;;;
636;F;UPAR;Ulex_parviflorus;X;;;;;;
637;F;SGEN;Stauracanthus_genistoides;213;;;;;;
638;F;SGEN;Stauracanthus_genistoides;215;;;;;;
639;F;SGEN;Stauracanthus_genistoides;216;;;;;;
640;F;SGEN;Stauracanthus_genistoides;217;;;;;;
641;F;SGEN;Stauracanthus_genistoides;219;;;;;;
642;F;SGEN;Stauracanthus_genistoides;220;;;;;;
643;F;SGEN;Stauracanthus_genistoides;225;;;;;;
644;F;SGEN;Stauracanthus_genistoides;211;;;;;;
645;F;CLIB;Cistus_libanotis;426;1;24;;;;
;;;;;2;14;;;;
;;;;;3;20;;;;
;;;;;4;16;;;;
;;;;;5;15;;;;
;;;;;6;15;;;;
;;;;;7;13;;;;
;;;;;8;17;;;;
;;;;;9;16;;;;
;;;;;10;12;;;;
646;F;CLIB;Cistus_libanotis;427;1;15;;;;
;;;;;2;16;;;;
;;;;;3;14;;;;
;;;;;4;20;;;;
;;;;;5;17;;;;
;;;;;6;16;;;;
;;;;;7;15;;;;
;;;;;8;15;;;;
;;;;;9;12;;;;
;;;;;10;6;;;;
647;F;CLIB;Cistus_libanotis;428;1;11;;;;
;;;;;2;22;;;;
;;;;;3;24;;;;
;;;;;4;25;;;;
;;;;;5;15;;;;
;;;;;6;13;;;;
;;;;;7;15;;;;
;;;;;8;15;;;;
;;;;;9;18;;;;
;;;;;10;13;;;;
648;F;CLIB;Cistus_libanotis;429;1;14;;;;
;;;;;2;20;;;;
;;;;;3;16;;;;
;;;;;4;20;;;;
;;;;;5;12;;;;
;;;;;6;18;;;;
;;;;;7;27;;;;
;;;;;8;11;;;;
;;;;;9;13;;;;
;;;;;10;12;;;;
649;F;CLIB;Cistus_libanotis;430;1;17;;;;
;;;;;2;15;;;;
;;;;;3;24;;;;
;;;;;4;20;;;;
;;;;;5;15;;;;
;;;;;6;18;;;;
;;;;;7;12;;;;
;;;;;8;13;;;;
;;;;;9;20;;;;
;;;;;10;8;;;;
650;F;CLIB;Cistus_libanotis;431;1;20;;;;
;;;;;2;18;;;;
;;;;;3;16;;;;
;;;;;4;18;;;;
;;;;;5;10;;;;
;;;;;6;20;;;;
;;;;;7;10;;;;
;;;;;8;13;;;;
;;;;;9;11;;;;
;;;;;10;8;;;;
651;F;CLIB;Cistus_libanotis;432;1;17;;;;
;;;;;2;14;;;;
;;;;;3;18;;;;
;;;;;4;13;;;;
;;;;;5;15;;;;
;;;;;6;12;;;;
;;;;;7;11;;;;
;;;;;8;12;;;;
;;;;;9;13;;;;
;;;;;10;7;;;;
652;F;CLIB;Cistus_libanotis;433;1;15;;;;
;;;;;2;18;;;;
;;;;;3;12;;;;
;;;;;4;14;;;;
;;;;;5;16;;;;
;;;;;6;17;;;;
;;;;;7;17;;;;
;;;;;8;12;;;;
;;;;;9;20;;;;
;;;;;10;15;;;;
653;F;CLIB;Cistus_libanotis;434;1;18;;;;
;;;;;2;17;;;;
;;;;;3;18;;;;
;;;;;4;21;;;;
;;;;;5;11;;;;
;;;;;6;11;;;;
;;;;;7;8;;;;
;;;;;8;17;;;;
;;;;;9;7;;;;
;;;;;10;10;;;;
654;F;CLIB;Cistus_libanotis;435;1;27;;;;
;;;;;2;25;;;;
;;;;;3;21;;;;
;;;;;4;24;;;;
;;;;;5;21;;;;
;;;;;6;13;;;;
;;;;;7;17;;;;
;;;;;8;7;;;;
;;;;;9;4;;;;
;;;;;10;7;;;;
655;F;CLIB;Cistus_libanotis;561;1;17;;;;
;;;;;2;20;;;;
;;;;;3;17;;;;
;;;;;4;18;;;;
;;;;;5;22;;;;
;;;;;6;11;;;;
;;;;;7;10;;;;
;;;;;8;4;;;;
;;;;;9;7;;;;
;;;;;10;15;;;;
656;F;CLIB;Cistus_libanotis;562;1;19;;;;
;;;;;2;14;;;;
;;;;;3;20;;;;
;;;;;4;11;;;;
;;;;;5;23;;;;
;;;;;6;18;;;;
;;;;;7;14;;;;
;;;;;8;18;;one predated fruit (photo 11/10/22);;
;;;;;9;9;;;;
;;;;;10;13;;;;
657;F;CLIB;Cistus_libanotis;563;1;18;;;;
;;;;;2;17;;;;
;;;;;3;12;;;;
;;;;;4;16;;;;
;;;;;5;19;;;;
;;;;;6;14;;;;
;;;;;7;15;;;;
;;;;;8;16;;;;
;;;;;9;12;;;;
;;;;;10;9;;;;
658;F;CLIB;Cistus_libanotis;564;1;19;;;;
;;;;;2;21;;;;
;;;;;3;18;;;;
;;;;;4;18;;;;
;;;;;5;17;;;;
;;;;;6;19;;;;
;;;;;7;17;;;;
;;;;;8;19;;;;
;;;;;9;16;;;;
;;;;;10;22;;;;
659;F;CLIB;Cistus_libanotis;565;1;18;;;;
;;;;;2;20;;;;
;;;;;3;18;;;;
;;;;;4;19;;;;
;;;;;5;21;;;;
;;;;;6;19;;;;
;;;;;7;17;;;;
;;;;;8;8;;;;
;;;;;9;13;;;;
;;;;;10;17;;;;
660;F;AVEL;Armeria_velutina;460;;;;;;
661;F;AVEL;Armeria_velutina;461;;;;;;
662;F;AVEL;Armeria_velutina;462;;;;;;
663;F;AVEL;Armeria_velutina;463;;;;;;
664;F;AVEL;Armeria_velutina;464;;;;;;
665;F;AVEL;Armeria_velutina;465;;;;;;
666;F;AVEL;Armeria_velutina;466;;;;;;
667;F;AVEL;Armeria_velutina;467;;;;;;
668;F;AVEL;Armeria_velutina;468;;;;;;
669;F;HHAL;Halimium_halimifolium;546;1;39;;;;
;;;;;2;45;;;;
;;;;;3;62;;;;
;;;;;4;46;;Larvae (photo);;
;;;;;5;26;;Larvae (same, no photo);;
;;;;;6;44;;;;
;;;;;7;36;;;;
;;;;;8;44;;;;
;;;;;9;48;;;;
;;;;;10;NA;;;;
670;F;HHAL;Halimium_halimifolium;547;1;21;;;;
;;;;;2;3;;;;
;;;;;3;0;;;;
;;;;;4;6;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
671;F;HHAL;Halimium_halimifolium;548;1;21;;8 fruits completely predated (all structures);;
;;;;;2;10;;;;
;;;;;3;5;;;;
;;;;;4;6;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
672;F;HHAL;Halimium_halimifolium;549;1;34;;1 fruit completely predated (all structures);;
;;;;;2;8;;;;
;;;;;3;9;;;;
;;;;;4;9;;;;
;;;;;5;6;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
673;F;HHAL;Halimium_halimifolium;550;1;22;;1 fruit completely predated (all structures);;
;;;;;2;6;;;;
;;;;;3;6;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
674;F;HHAL;Halimium_halimifolium;551;1;56;;;;
;;;;;2;37;;;;
;;;;;3;36;;;;
;;;;;4;42;;;;
;;;;;5;37;;;;
;;;;;6;36;;;;
;;;;;7;25;;;;
;;;;;8;38;;;;
;;;;;9;17;;one fruit predated;;
;;;;;10;27;;;;
675;F;HHAL;Halimium_halimifolium;552;1;28;;;;
;;;;;2;13;;;;
;;;;;3;51;;;;
;;;;;4;31;;;;
;;;;;5;36;;;;
;;;;;6;7;;;;
;;;;;7;28;;;;
;;;;;8;20;;;;
;;;;;9;34;;;;
;;;;;10;25;;;;
676;F;HHAL;Halimium_halimifolium;553;1;26;;;;
;;;;;2;39;;;;
;;;;;3;35;;;;
;;;;;4;35;;;;
;;;;;5;40;;;;
;;;;;6;28;;;;
;;;;;7;13;;;;
;;;;;8;39;;;;
;;;;;9;8;;;;
;;;;;10;13;;;;
677;F;HHAL;Halimium_halimifolium;554;1;30;;;;
;;;;;2;33;;;;
;;;;;3;18;;;;
;;;;;4;21;;;;
;;;;;5;45;;;;
;;;;;6;29;;;;
;;;;;7;26;;;;
;;;;;8;5;;;;
;;;;;9;44;;;;
;;;;;10;11;;;;
678;F;HHAL;Halimium_halimifolium;555;1;47;;;;
;;;;;2;15;;;;
;;;;;3;38;;;;
;;;;;4;19;;;;
;;;;;5;31;;;;
;;;;;6;17;;;;
;;;;;7;11;;;;
;;;;;8;0;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
679;F;HHAL;Halimium_halimifolium;556;1;18;;;;
;;;;;2;25;;;;
;;;;;3;42;;;;
;;;;;4;12;;;;
;;;;;5;16;;;;
;;;;;6;27;;;;
;;;;;7;25;;;;
;;;;;8;8;;;;
;;;;;9;6;;;;
;;;;;10;4;;;;
680;F;HHAL;Halimium_halimifolium;557;1;55;;;;
;;;;;2;31;;;;
;;;;;3;41;;;;
;;;;;4;33;;;;
;;;;;5;27;;;;
;;;;;6;21;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
681;F;HHAL;Halimium_halimifolium;558;1;15;;;;
;;;;;2;34;;;;
;;;;;3;36;;;;
;;;;;4;37;;;;
;;;;;5;34;;;;
;;;;;6;26;;;;
;;;;;7;38;;;;
;;;;;8;23;;;;
;;;;;9;22;;;;
;;;;;10;6;;;;
682;F;HHAL;Halimium_halimifolium;559;1;33;;;;
;;;;;2;34;;;;
;;;;;3;26;;;;
;;;;;4;23;;;;
;;;;;5;20;;;;
;;;;;6;22;;;;
;;;;;7;21;;;;
;;;;;8;26;;;;
;;;;;9;32;;;;
;;;;;10;22;;;;
683;F;HHAL;Halimium_halimifolium;560;1;18;;;;
;;;;;2;19;;;;
;;;;;3;26;;;;
;;;;;4;21;;;;
;;;;;5;11;;;;
;;;;;6;29;;;;
;;;;;7;14;;;;
;;;;;8;28;;;;
;;;;;9;7;;;;
;;;;;10;2;;;;
684;F;TMAS;Thymus_mastichina;611;1;1;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
685;F;TMAS;Thymus_mastichina;612;1;1;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
686;F;TMAS;Thymus_mastichina;613;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
687;F;TMAS;Thymus_mastichina;614;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
688;F;TMAS;Thymus_mastichina;615;1;2;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;2;;;;
;;;;;10;2;;;;
689;F;TMAS;Thymus_mastichina;616;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
690;F;TMAS;Thymus_mastichina;617;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
691;F;TMAS;Thymus_mastichina;618;1;1;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
692;F;TMAS;Thymus_mastichina;619;1;1;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
693;F;TMAS;Thymus_mastichina;620;1;1;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
694;F;TMAS;Thymus_mastichina;621;1;1;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
695;F;TMAS;Thymus_mastichina;622;1;1;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
696;F;TMAS;Thymus_mastichina;623;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
697;F;TMAS;Thymus_mastichina;624;1;1;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
698;F;TMAS;Thymus_mastichina;625;1;NA;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
699;F;HPIC;Helichrysum_picardii;686;;;;;;
700;F;HPIC;Helichrysum_picardii;687;;;;;;
